"SP_ID","terrai_nom","terrai_pro","status_ter","fase_descr","tipo_terra","terrai_fai","terrai_obs","terrai_are","situa_desc","tipo_area_","terrai_per","terrai_pop","id","SRTM_500m"
"343","Pinhal",".","Concluído","Regularizada","Terra Indígena","S",NA,"880.0761 Ha","Ativo","Principal","17.41900 Ha",NA,344,641.548283261803
"344","Toldo Pinhal",".","Planejamento da Demarcação","Declarada","Terra Indígena","S",NA,"4846.0000 Ha","Ativo","Reestudo","48.00000 Ha",NA,345,537.099209626047
"345","Pinhalzinho",".","Adquirido","Reserva Indígena","Reserva Indígena","N",NA,"593.3720 Ha","Ativo","Principal","12.11031 Ha",NA,346,475.842607836681
"346","Pirahã",".","Concluído","Regularizada","Terra Indígena","N",NA,"346910.5673 Ha","Ativo","Principal","433.98247 Ha",NA,347,70.8912813992794
"347","Pirai",".","Demarcação Física","Declarada","Terra Indígena","N",NA,"3017.0000 Ha","Ativo","Principal","35.00000 Ha",NA,348,21.5993769074262
"348","Pirajuí",".","Concluído","Regularizada","Terra Indígena","S",NA,"2118.2325 Ha","Ativo","Principal","19.42900 Ha",NA,349,410.465559355154
"349","Pirakua",".","Concluído","Regularizada","Terra Indígena","N",NA,"2384.0554 Ha","Ativo","Principal","23.38710 Ha",NA,350,385.749474392398
"350","Pirineus de Souza",".","Concluído","Regularizada","Terra Indígena","S",NA,"28212.2716 Ha","Ativo","Principal","82.63600 Ha",NA,351,434.858665532863
"351","Pitaguary",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"1727.8686 Ha","Ativo","Principal","24.61098 Ha",NA,352,199.062900838678
"352","Pium",".","Concluído","Regularizada","Terra Indígena","S",NA,"4607.6137 Ha","Ativo","Principal","27.14032 Ha",NA,353,98.6813633813353
"353","Ponta da Serra",".","Concluído","Regularizada","Terra Indígena","S",NA,"15597.0000 Ha","Ativo","Principal","64.00000 Ha",NA,354,100.689423868313
"354","Ponte de Pedra",".","Planejamento da Demarcação","Declarada","Terra Indígena","N",NA,"17000.0000 Ha","Ativo","Principal","73.00000 Ha",NA,355,403.971327043254
"355","Porquinhos",".","Concluído","Regularizada","Terra Indígena","N",NA,"79520.0000 Ha","Ativo","Principal","113.00000 Ha",NA,356,285.504577654196
"356","Porquinhos dos Canela-Apãnjekra",".","Demarcação Física","Declarada","Terra Indígena","N",NA,"301000.0000 Ha","Ativo","Reestudo","252.00000 Ha",NA,357,331.711605237822
"357","Porto Lindo",".","Concluído","Em Estudo","Terra Indígena","N",NA,"1648.8899 Ha","Ativo","Principal","18.58991 Ha",NA,358,347.567475671239
"358","Yvy-katu",".","Processo de Homologação","Em Estudo","Terra Indígena","N",NA,"9494.1636 Ha","Ativo","Reestudo","53.32308 Ha",NA,359,302.774971083939
"359","Porto Praia",".","Concluído","Regularizada","Terra Indígena","N",NA,"4769.8617 Ha","Ativo","Principal","31.00000 Ha",NA,360,44.8015492768549
"360","Potiguara",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"21238.4898 Ha","Ativo","Principal","68.12444 Ha",NA,361,56.680924843905
"361","Potiguara de Monte-Mor",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"7530.5969 Ha","Ativo","Principal","57.97033 Ha",NA,362,65.7762506260086
"362","Potrero Guaçu",".","Processo de Homologação","Declarada","Terra Indígena","S",NA,"4025.0000 Ha","Ativo","Principal","28.00000 Ha",NA,363,397.395274212369
"363","Poyanawa",".","Concluído","Regularizada","Terra Indígena","N",NA,"24499.0885 Ha","Ativo","Principal","105.05194 Ha",NA,364,227.644094338317
"364","Praia do Índio",".","Adquirido","Reserva Indígena","Reserva Indígena","N",NA,"31.5019 Ha","Ativo","Principal","3.26105 Ha",NA,365,16.2781456953642
"365","Praia do Mangue",".","Adquirido","Reserva Indígena","Reserva Indígena","N",NA,"31.8449 Ha","Ativo","Principal","3.02377 Ha",NA,366,14.3489932885906
"366","Queimadas",".","Concluído","Regularizada","Terra Indígena","N",NA,"3077.7602 Ha","Ativo","Principal","27.84037 Ha",NA,367,765.104399555468
"367","Quixaba - Fazenda Pedrosa",".","Adquirido","Reserva Indígena","Reserva Indígena","N","A terra é constituida de duas áreas, uma adquirida pela FUNAI, provavelmente em 1998, com 16,0658 ha e outra da Arquidicocesse de Paulo Afonso adquirida em 1989 com 12,1 ha. Observação Área : Área adquirida pela FUNAI em 1988.","28.1658 Ha","Ativo","Principal","0.00000 Ha",NA,368,507.713460406897
"368","Raimundão",".","Concluído","Regularizada","Terra Indígena","N",NA,"4276.8088 Ha","Ativo","Principal","27.67136 Ha",NA,369,101.037480063796
"369","Rancho Jacaré",".","Concluído","Regularizada","Terra Indígena","S",NA,"777.5349 Ha","Ativo","Principal","14.07500 Ha",NA,370,386.83007862034
"370","Raposa Serra do Sol",".","Concluído","Regularizada","Terra Indígena","N",NA,"1747464.7832 Ha","Ativo","Principal","978.13232 Ha",NA,371,507.313470909655
"371","Recreio/São Félix",".","Concluído","Regularizada","Terra Indígena","N",NA,"251.0510 Ha","Ativo","Principal","6.92767 Ha",NA,372,22.2402826855124
"372","Ribeirão Silveira",".","Homologada","Declarada","Terra Indígena","N",NA,"8468.9333 Ha","Ativo","Reestudo","45.96567 Ha",NA,373,311.920006479082
"373","Rio Apaporis",".","Concluído","Regularizada","Terra Indígena","N",NA,"106960.3377 Ha","Ativo","Principal","170.33925 Ha",NA,374,127.631047091369
"374","Rio Areia",".","Concluído","Regularizada","Terra Indígena","N",NA,"1352.3784 Ha","Ativo","Principal","20.73852 Ha",NA,375,968.827010838563
"375","Rio Biá",".","Concluído","Regularizada","Terra Indígena","N",NA,"1185791.7100 Ha","Ativo","Principal","763.53496 Ha",NA,376,115.086942129107
"376","Rio Branco",".","Concluído","Regularizada","Terra Indígena","S",NA,"236137.1100 Ha","Ativo","Principal","200.34000 Ha",NA,377,210.300351056575
"377","Rio Branco Itanhaém",".","Concluído","Regularizada","Terra Indígena","N",NA,"2856.1000 Ha","Ativo","Principal","36.04500 Ha",NA,378,313.894532315244
"378","Kuruáya",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"166784.2496 Ha","Ativo","Principal","232.67917 Ha",NA,379,237.550461514113
"379","Rio das Cobras",".","Concluído","Regularizada","Terra Indígena","N",NA,"18681.9806 Ha","Ativo","Principal","98.16150 Ha",NA,380,705.804191747045
"380","Rio dos Índios",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"711.7018 Ha","Ativo","Principal","13.12196 Ha",NA,381,276.820764737122
"381","Rio dos Pardos",".","Concluído","Regularizada","Terra Indígena","N",NA,"758.2614 Ha","Ativo","Principal","12.83819 Ha",NA,382,1079.28896185906
"382","Rio Formoso",".","Concluído","Regularizada","Terra Indígena","N",NA,"19749.4741 Ha","Ativo","Principal","85.83962 Ha",NA,383,550.000195801602
"383","Rio Gregório",".","Concluído","Regularizada","Terra Indígena","S",NA,"187125.2158 Ha","Ativo","Principal","242.19608 Ha",NA,384,285.078320767774
"384","Rio Gregório",".","Processo de Homologação","Declarada","Terra Indígena","S",NA,"187125.2158 Ha","Ativo","Reestudo","242196.08000 Ha",NA,385,281.120415599563
"385","Rio Guaporé",".","Concluído","Regularizada","Terra Indígena","N",NA,"115788.0842 Ha","Ativo","Principal","222.97617 Ha",NA,386,163.151402556925
"386","Rio Jumas",".","Concluído","Regularizada","Terra Indígena","N",NA,"9462.6983 Ha","Ativo","Principal","51.80910 Ha",NA,387,35.4594643259059
"387","Rio Manicoré",".","Concluído","Regularizada","Terra Indígena","N",NA,"19481.0000 Ha","Ativo","Principal","77.00000 Ha",NA,388,67.6082894606685
"388","Rio Mequens",".","Processo de Homologação","Regularizada","Terra Indígena","S",NA,"107553.0101 Ha","Ativo","Principal","142.47951 Ha",NA,389,245.765743194971
"389","Rio Negro Ocaia",".","Concluído","Regularizada","Terra Indígena","N",NA,"104063.0000 Ha","Ativo","Principal","181.00000 Ha",NA,390,175.944710717218
"390","Rio Negro Ocaia",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"235070.0000 Ha","Ativo","Reestudo","299.00000 Ha",NA,391,175.908391966033
"391","Rio Omerê",".","Homologada","Homologada","Terra Indígena","S",NA,"26177.1864 Ha","Ativo","Principal","80.97564 Ha",NA,392,290.605789864148
"392","Rio Paru DEste",".","Concluído","Regularizada","Terra Indígena","N",NA,"1195785.7917 Ha","Ativo","Principal","626.61858 Ha",NA,393,374.122611227953
"393","Rio Pindaré",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"15002.9142 Ha","Ativo","Principal","118.11500 Ha",NA,394,21.0540427256088
"394","Rio Téa",".","Concluído","Regularizada","Terra Indígena","N",NA,"411865.3207 Ha","Ativo","Principal","629.60837 Ha",NA,395,78.5484791422927
"395","Rio Urubu",".","Concluído","Regularizada","Terra Indígena","N",NA,"27354.9118 Ha","Ativo","Principal","122.48515 Ha",NA,396,38.321674098848
"396","Rodeador",".","Planejamento da Demarcação","Reserva Indígena","Dominial Indigena","N",NA,"2319.4531 Ha","Ativo","Principal","19.82600 Ha",NA,397,159.981239132424
"397","Roosevelt",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"230826.3008 Ha","Ativo","Principal","322.40198 Ha",NA,398,250.470862732741
"398","Sagarana",".","Concluído","Regularizada","Terra Indígena","N",NA,"18120.0636 Ha","Ativo","Principal","92.32753 Ha",NA,399,147.75960366905
"399","Sai-Cinza",".","Concluído","Regularizada","Terra Indígena","N",NA,"125552.0800 Ha","Ativo","Principal","273.22391 Ha",NA,400,127.94519239431
"400","Salto Grande do Jacuí",".","Concluído","Regularizada","Terra Indígena","N",NA,"234.9641 Ha","Ativo","Principal","7.25832 Ha",NA,401,287.569488817891
"401","Sangradouro/Volta Grande",".","Concluído","Regularizada","Terra Indígena","N",NA,"100280.3969 Ha","Ativo","Principal","207.73913 Ha",NA,402,578.07379317145
"402","Santa Inez",".","Concluído","Regularizada","Terra Indígena","S",NA,"29698.0449 Ha","Ativo","Principal","86.50600 Ha",NA,403,232.215546554125
"403","Santana",".","Concluído","Regularizada","Terra Indígena","N",NA,"35470.7543 Ha","Ativo","Principal","105.40453 Ha",NA,404,513.400357498207
"404","São Francisco do Canimari",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"3331.2208 Ha","Ativo","Principal","36.06073 Ha",NA,405,88.7806011325686
"405","São Jeronimo",".","Concluído","Regularizada","Terra Indígena","N",NA,"1339.3364 Ha","Ativo","Principal","18.70639 Ha",NA,406,880.899073269621
"406","São Leopoldo",".","Concluído","Regularizada","Terra Indígena","N",NA,"69270.5409 Ha","Ativo","Principal","199.76890 Ha",NA,407,113.89725714992
"407","São Pedro",".","Concluído","Regularizada","Terra Indígena","N",NA,"726.1805 Ha","Ativo","Principal","15.81922 Ha",NA,408,32.2238341968912
"408","São Pedro do Sepatini",".","Concluído","Regularizada","Terra Indígena","N",NA,"27644.2488 Ha","Ativo","Principal","110.81027 Ha",NA,409,101.841794777379
"409","São Sebastião",".","Concluído","Regularizada","Terra Indígena","N",NA,"61058.5408 Ha","Ativo","Principal","161.78269 Ha",NA,410,88.5073534630836
"410","Sararé",".","Concluído","Regularizada","Terra Indígena","S","Subgrupo Manairisu ou Wanairisu.","67419.5158 Ha","Ativo","Principal","131.84200 Ha",NA,411,533.227486402008
"411","Sassoró",".","Reserva SPI","Regularizada","Reserva Indígena","N",NA,"1922.6435 Ha","Ativo","Principal","20.27754 Ha",NA,412,307.899064449064
"412","Sepoti",".","Concluído","Regularizada","Terra Indígena","N",NA,"251348.9835 Ha","Ativo","Principal","242.62750 Ha",NA,413,60.9068231841526
"413","Serra da Moça",".","Concluído","Regularizada","Terra Indígena","S",NA,"11626.7912 Ha","Ativo","Principal","52.56857 Ha",NA,414,107.051567315643
"414","Serra do Itatins",".","Concluído","Regularizada","Terra Indígena","N",NA,"1212.4700 Ha","Ativo","Principal","21.46462 Ha",NA,415,679.719645732689
"415","Serra Morena",".","Planejamento da Demarcação","Regularizada","Terra Indígena","N",NA,"147836.1461 Ha","Ativo","Principal","197.28374 Ha",NA,416,322.45720166889
"416","Serrinha",".","Registro Cartorial","Declarada","Terra Indígena","N",NA,"11752.7578 Ha","Ativo","Principal","81.20151 Ha",NA,417,567.895784202875
"417","Seruini/Mariene",".","Concluído","Regularizada","Terra Indígena","N",NA,"144971.3671 Ha","Ativo","Principal","198.65928 Ha",NA,418,138.567215317434
"418","Sete Cerros",".","Registro Cartorial","Homologada","Terra Indígena","S",NA,"8584.7213 Ha","Ativo","Principal","53.10941 Ha",NA,419,382.770111607143
"419","Sete de Setembro",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"248146.9286 Ha","Ativo","Principal","204.52921 Ha",NA,420,220.399386298783
"420","Setemã",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"49430.0000 Ha","Ativo","Principal","125.00000 Ha",NA,421,45.9180148600227
"421","Sororó",".","Concluído","Regularizada","Terra Indígena","N",NA,"26257.0000 Ha","Ativo","Principal","73.00000 Ha",NA,422,203.149130810212
"422","Sucuba",".","Concluído","Regularizada","Terra Indígena","S",NA,"5983.0000 Ha","Ativo","Principal","51.00000 Ha",NA,423,93.5619040817055
"423","Sucuriy",".","Concluído","Regularizada","Terra Indígena","N",NA,"535.1047 Ha","Ativo","Principal","10.53975 Ha",NA,424,373.078830495929
"424","Tabalascada",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"13014.7374 Ha","Ativo","Principal","51.09234 Ha",NA,425,94.848706245485
"425","Tabocal",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"906.1516 Ha","Ativo","Principal","16.96733 Ha",NA,426,29.930725730443
"426","Tadarimana",".","Concluído","Regularizada","Terra Indígena","N",NA,"9785.0000 Ha","Ativo","Principal","51.00000 Ha",NA,427,255.638817259756
"427","Taihantesu",".","Demarcação Física","Regularizada","Terra Indígena","S",NA,"5362.3344 Ha","Ativo","Principal","33.96348 Ha",NA,428,514.220338983051
"428","Takuaraty/Yvykuarusu",".","Registro Cartorial","Homologada","Terra Indígena","S",NA,"2609.0940 Ha","Ativo","Principal","24.56558 Ha",NA,429,331.75602890833
"429","Tapirapé/Karajá",".","Concluído","Regularizada","Terra Indígena","N",NA,"66166.0000 Ha","Ativo","Principal","109.00000 Ha",NA,430,197.905974724765
"430","Taquaperi",".","Reserva SPI","Regularizada","Reserva Indígena","S",NA,"1776.9594 Ha","Ativo","Principal","21.02204 Ha",NA,431,488.698016003508
"431","Taquara",".","Planejamento da Demarcação","Declarada","Terra Indígena","N",NA,"9700.0000 Ha","Ativo","Principal","50.00000 Ha",NA,432,380.334008835569
"432","Pindoty",".","Demarcação Física","Declarada","Terra Indígena","N",NA,"3294.0000 Ha","Ativo","Principal","47.00000 Ha",NA,433,19.178775948461
"433","Taunay/Ipegue",".","Concluído","Regularizada","Terra Indígena","N",NA,"6461.3459 Ha","Ativo","Principal","33.25990 Ha",NA,434,154.641193789357
"434","Taunay/Ipegue",".","Exame do Min. da Justiça","Delimitada","Terra Indígena","N",NA,"33900.0000 Ha","Ativo","Reestudo","78.00000 Ha",NA,435,159.772389590265
"435","Tekohá Añetete",".","Certidão SPU","Reserva Indígena","Reserva Indígena","S",NA,"1774.7063 Ha","Ativo","Principal","26.91454 Ha",NA,436,386.340284039675
"436","Tembé",".","Concluído","Regularizada","Terra Indígena","N",NA,"1075.1881 Ha","Ativo","Principal","16.81784 Ha",NA,437,44.836873747495
"437","Tenharim do Igarapé Preto",".","Concluído","Regularizada","Terra Indígena","N",NA,"87413.1478 Ha","Ativo","Principal","173.00000 Ha",NA,438,131.234615877775
"438","Tenharim Marmelos",".","Concluído","Regularizada","Terra Indígena","N",NA,"497521.7497 Ha","Ativo","Principal","395.16325 Ha",NA,439,92.6465003791735
"439","Terena Gleba Iriri",".","Processo de Homologação","Regularizada","Reserva Indígena","N",NA,"30588.8088 Ha","Ativo","Principal","118.00000 Ha",NA,440,341.573585926553
"440","Tereza Cristina",".","Reserva SPI","Regularizada","Reserva Indígena","N",NA,"30060.0000 Ha","Ativo","Principal","127.00000 Ha",NA,441,217.786707849762
"441","Itixi Mitari",".","Homologada","Regularizada","Terra Indígena","N","Em revisão. Na identificação de Ig Taboca e Igarapé Joari, foi proposta uma área contínua - Itixi Mitari - englobando esta terra já regularizada. Observação Área : Área criada da identificação de Ig Taboca, Igarapé Joari e reestudo de Terra Vermelha.","182134.7746 Ha","Ativo","Principal","294.91423 Ha",NA,442,48.6807541913152
"442","Tibagy/Mococa",".","Concluído","Regularizada","Terra Indígena","N",NA,"859.9098 Ha","Ativo","Principal","12.50000 Ha",NA,443,583.600278875203
"443","Tikúna de Feijoal",".","Concluído","Regularizada","Terra Indígena","N",NA,"40948.8000 Ha","Ativo","Principal","135.20720 Ha",NA,444,107.248188601153
"444","Tingui Botó",".","Processo de Homologação","Regularizada","Reserva Indígena","N",NA,"535.0000 Ha","Ativo","Principal","18.00000 Ha",NA,445,176.496660117878
"445","Tirecatinga",".","Concluído","Regularizada","Terra Indígena","N",NA,"130575.1964 Ha","Ativo","Principal","207.69404 Ha",NA,446,438.770068641705
"446","Toldo Chimbangue",".","Concluído","Regularizada","Terra Indígena","S",NA,"988.6625 Ha","Ativo","Principal","18.01698 Ha",NA,447,404.607597305389
"447","Toldo Chimbangue II",".","Registro Cartorial","Regularizada","Terra Indígena","S",NA,"954.0708 Ha","Ativo","Principal","16.37978 Ha",NA,448,413.632439889633
"448","Toldo Imbu",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"1960.6934 Ha","Ativo","Principal","22.12225 Ha",NA,449,761.418245751123
"449","Torá",".","Concluído","Regularizada","Terra Indígena","N",NA,"54960.9850 Ha","Ativo","Principal","128.35864 Ha",NA,450,68.279913722923
"450","Trincheira",".","Concluído","Regularizada","Terra Indígena","N",NA,"1624.6022 Ha","Ativo","Principal","34.69212 Ha",NA,451,32.974283614989
"451","Trincheira Bacaja",".","Concluído","Regularizada","Terra Indígena","N",NA,"1650939.2569 Ha","Ativo","Principal","646.44877 Ha",NA,452,190.621317476984
"452","Trocará",".","Concluído","Regularizada","Terra Indígena","N",NA,"21722.0000 Ha","Ativo","Principal","74.00000 Ha",NA,453,76.1889640350185
"453","Trocará - Doação",".","Adquirido","Reserva Indígena","Dominial Indigena","N","Doação em nome da FUNAI, contígua a terra decretada.","14.0480 Ha","Ativo","Principal","1.80000 Ha",NA,454,70.0615384615385
"454","Trombetas/Mapuera",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"3970898.0420 Ha","Ativo","Principal","1562.28248 Ha",NA,455,193.587703419841
"455","Truaru",".","Concluído","Regularizada","Terra Indígena","S",NA,"5652.8410 Ha","Ativo","Principal","33.09372 Ha",NA,456,125.328120557293
"456","Truká",".","Concluído","Regularizada","Terra Indígena","N",NA,"1592.8972 Ha","Ativo","Principal","20.25945 Ha",NA,457,328.850414419155
"457","Truká",".","Planejamento da Demarcação","Declarada","Terra Indígena","N",NA,"5769.0000 Ha","Ativo","Reestudo","173.00000 Ha",NA,458,326.046261955885
"458","Tubarão Latunde",".","Demarcação Física","Regularizada","Terra Indígena","S",NA,"116613.3671 Ha","Ativo","Principal","177.38098 Ha",NA,459,404.843774967604
"459","Tikuna de Santo Antonio",".","Concluído","Regularizada","Terra Indígena","N",NA,"1065.2723 Ha","Ativo","Principal","15.04527 Ha",NA,460,81.500399840064
"460","Tukuna Porto Espiritual",".","Concluído","Regularizada","Terra Indígena","N",NA,"2839.3483 Ha","Ativo","Principal","42.17333 Ha",NA,461,102.951943107535
"461","Tukuna Umariaçu",".","Concluído","Regularizada","Terra Indígena","N",NA,"4854.9989 Ha","Ativo","Principal","40.59212 Ha",NA,462,83.7858679899873
"462","Tumiã",".","Concluído","Regularizada","Terra Indígena","N",NA,"124357.4172 Ha","Ativo","Principal","251.68494 Ha",NA,463,133.060759717977
"463","Tupã-Supé",".","Concluído","Regularizada","Terra Indígena","N",NA,"8589.5101 Ha","Ativo","Principal","44.48345 Ha",NA,464,77.2689668887342
"464","Turé/Mariquita",".","Demarcação Física","Regularizada","Terra Indígena","N",NA,"146.9798 Ha","Ativo","Principal","6.15741 Ha",NA,465,45.8172661870504
"465","Turé/Mariquita II",".","Demarcação Física","Reserva Indígena","Reserva Indígena","N","Área adquirida pela Pará Pigmento SA como parte dos compromissos com a FUNAI e Comunidade Indígena devido aos impactos da exploração de caulim.","593.5563 Ha","Ativo","Principal","10.56227 Ha",NA,466,50.5376724442872
"466","Tuxá",".","Processo de Homologação","Reserva Indígena","Reserva Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,467,388.855730124241
"467","Uaça",".","Concluído","Regularizada","Terra Indígena","S",NA,"470164.0636 Ha","Ativo","Principal","278.13944 Ha",NA,468,36.5926935575643
"468","Uati-Paraná",".","Concluído","Regularizada","Terra Indígena","N",NA,"127199.0612 Ha","Ativo","Principal","259.10713 Ha",NA,469,83.688159799573
"469","Uirapuru",".","Processo de Homologação","Declarada","Terra Indígena","S",NA,"21680.0000 Ha","Ativo","Principal","97.00000 Ha",NA,470,690.493663379595
"470","Umutina",".","Concluído","Regularizada","Terra Indígena","N",NA,"28120.0000 Ha","Ativo","Principal","121.90000 Ha",NA,471,191.037773969784
"471","Uneiuxi",".","Concluído","Regularizada","Terra Indígena","N",NA,"403182.8081 Ha","Ativo","Principal","604.10181 Ha",NA,472,81.8262249814254
"472","Uneiuxi",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"554730.4117 Ha","Ativo","Reestudo","510771.66000 Ha",NA,473,79.6736310795447
"473","Uru-Eu-Wau-Wau",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"1867117.8000 Ha","Ativo","Principal","865.15301 Ha",NA,474,281.474966100816
"474","Urubu Branco",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"167533.3271 Ha","Ativo","Principal","208.09420 Ha",NA,475,270.16832934891
"475","Urucu/Juruá",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"12697.0441 Ha","Ativo","Principal","54.74000 Ha",NA,476,180.430567612688
"476","Utiariti",".","Concluído","Regularizada","Terra Indígena","N",NA,"412304.1958 Ha","Ativo","Principal","429.32711 Ha",NA,477,533.461725669102
"477","Vale do Guaporé",".","Demarcação Física","Regularizada","Terra Indígena","S",NA,"242593.0000 Ha","Ativo","Principal","551.00000 Ha",NA,478,389.411179269552
"478","Vale do Javari",".","Concluído","Regularizada","Terra Indígena","N",NA,"8544482.2728 Ha","Ativo","Principal","2055.54582 Ha",NA,479,162.921600020727
"479","Vanuire",".","Concluído","Regularizada","Terra Indígena","N",NA,"708.9304 Ha","Ativo","Principal","17.63735 Ha",NA,480,433.495118549512
"480","Vargem Alegre",".","Adquirido","Reserva Indígena","Reserva Indígena","N",NA,"981.0815 Ha","Ativo","Principal","13.81000 Ha",NA,481,493.699193890539
"481","Varzinha",".","Demarcação Física","Regularizada","Terra Indígena","N",NA,"776.2761 Ha","Ativo","Principal","15.26927 Ha",NA,482,633.365311004785
"482","Ventarra",".","Certidão SPU","Regularizada","Terra Indígena","N",NA,"772.9532 Ha","Ativo","Principal","11.73535 Ha",NA,483,756.624509803922
"483","Votouro",".","Concluído","Regularizada","Terra Indígena","S",NA,"3341.0977 Ha","Ativo","Principal","26.03919 Ha",NA,484,633.603800611154
"484","Vui-Uata-In",".","Concluído","Regularizada","Terra Indígena","N",NA,"121198.5999 Ha","Ativo","Principal","191.69900 Ha",NA,485,102.354722131582
"485","Waiãpi",".","Concluído","Regularizada","Terra Indígena","N",NA,"607017.2404 Ha","Ativo","Principal","481.62000 Ha",NA,486,269.901737101099
"486","Waimiri-Atroari",".","Concluído","Regularizada","Terra Indígena","N",NA,"2585911.5689 Ha","Ativo","Principal","982.33000 Ha",NA,487,83.820100640079
"487","WaiWái",".","Concluído","Regularizada","Terra Indígena","N",NA,"405698.0085 Ha","Ativo","Principal","308.79921 Ha",NA,488,222.616664449133
"488","Wawi",".","Concluído","Regularizada","Terra Indígena","N",NA,"150329.1865 Ha","Ativo","Principal","219.00000 Ha",NA,489,309.794769762682
"489","Xacriabá",".","Concluído","Regularizada","Terra Indígena","N",NA,"46415.9242 Ha","Ativo","Principal","94.38800 Ha",NA,490,695.234094700544
"490","Xakriabá Rancharia",".","Concluído","Regularizada","Terra Indígena","N",NA,"6798.3817 Ha","Ativo","Principal","36.39700 Ha",NA,491,598.058895108299
"491","Xambioá",".","Concluído","Regularizada","Terra Indígena","N",NA,"3326.3502 Ha","Ativo","Principal","26.55111 Ha",NA,492,167.635439822166
"492","Xapecó",".","Demarcação Física","Homologada","Terra Indígena","N",NA,"15623.9581 Ha","Ativo","Principal","103.77937 Ha",NA,493,618.276085141903
"493","Xerente",".","Concluído","Regularizada","Terra Indígena","N",NA,"167542.1058 Ha","Ativo","Principal","226.64981 Ha",NA,494,297.989266503397
"494","Xikrin do Rio Catete",".","Processo de Homologação","Regularizada","Terra Indígena","N","Subgrupo Xikrin.","439150.5452 Ha","Ativo","Principal","372.58400 Ha",NA,495,288.589921068965
"495","Xipaya",".","Processo de Homologação","Homologada","Terra Indígena","N",NA,"178723.0238 Ha","Ativo","Principal","212.56364 Ha",NA,496,242.809647742981
"496","Xukuru-Kariri",".","Planejamento da Demarcação","Declarada","Terra Indígena","N",NA,"7073.0000 Ha","Ativo","Principal","48.00000 Ha",NA,497,431.729282922026
"497","Xukuru",".","Concluído","Regularizada","Terra Indígena","N",NA,"27555.0583 Ha","Ativo","Principal","81.20573 Ha",NA,498,866.989252635427
"498","Yanomami",".","Concluído","Regularizada","Terra Indígena","N",NA,"9664975.4800 Ha","Ativo","Principal","3369.93950 Ha",NA,499,367.234804641545
"499","Zoe",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"668565.6283 Ha","Ativo","Principal","478.03837 Ha",NA,500,317.733313820978
"500","Zoró",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"355789.5492 Ha","Ativo","Principal","304.39900 Ha",NA,501,189.327730280664
"501","Zuruahã",".","Concluído","Regularizada","Terra Indígena","N",NA,"239069.7403 Ha","Ativo","Principal","335.46588 Ha",NA,502,114.241864986896
"502","Riozinho do Alto Envira",".","Registro Cartorial","Homologada","Terra Indígena","N",NA,"260972.0300 Ha","Ativo","Principal","420.34588 Ha",NA,503,302.100704706717
"503","Sapotal",".","Certidão SPU","Regularizada","Terra Indígena","N",NA,"1264.4661 Ha","Ativo","Principal","16.24586 Ha",NA,504,74.2779461279461
"504","Anaro",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"30473.9506 Ha","Ativo","Principal","89.30687 Ha",NA,505,125.205884205884
"505","Arara do Rio Amonia",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"20534.2205 Ha","Ativo","Principal","81.83600 Ha",NA,506,260.661757226845
"506","Barro Alto",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"1937.1679 Ha","Ativo","Principal","33.72537 Ha",NA,507,87.036013215859
"507","Batelão",".","Exame do Min. da Justiça","Delimitada","Terra Indígena","N",NA,"117050.0000 Ha","Ativo","Principal","224.00000 Ha",NA,508,372.506381500364
"508","Apurinã do Igarapé Mucuim",".","Homologada","Regularizada","Terra Indígena","N",NA,"73350.6121 Ha","Ativo","Principal","127.59947 Ha",NA,509,108.140078789616
"509","Lago  do Correio",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"13209.7815 Ha","Ativo","Principal","58.16621 Ha",NA,510,89.6014238897051
"510","Guanabara",".","Contraditório","Declarada","Terra Indígena","N",NA,"15600.0000 Ha","Ativo","Principal","103.00000 Ha",NA,511,114.256848941279
